District Name,Year,Crop,Area,Production
Rohtak,2012,Pearl Millet,60.2,116.74
Rohtak,2012,Maize,1.53,6.0
Rohtak,2012,Finger Millet,0.0,0.0
Rohtak,2012,Barley,10.78,36.91
Rohtak,2012,Chickpea,1.2,2.0
Rohtak,2012,Pigeonpea,4.53,4.84
Rohtak,2012,Minor Pulses,4.19,48.58
Rohtak,2012,Groundnut,0.08,0.09
Rohtak,2012,Sesamum,0.1,0.03
Rohtak,2012,Rapeseed And Mustard,60.34,100.85
Rohtak,2012,Safflower,0.0,0.0
Rohtak,2012,Castor,0.0,0.0
Rohtak,2012,Linseed,0.0,0.0
Rohtak,2012,Sunflower,0.0,0.0
Rohtak,2012,Soyabean,0.0,0.0
Rohtak,2012,Oilseeds,60.49,61.18
Rohtak,2012,Sugarcane,21.02,135.4
Rohtak,2012,Cotton,15.85,8.8
Rohtak,2013,Rice,174.26,406.91
Rohtak,2013,Wheat,348.85,1535.86
Rohtak,2013,Kharif Sorghum,38.13,21.13
Rohtak,2013,Rabi Sorghum,0.0,0.0
Rohtak,2013,Sorghum,38.13,21.13
Rohtak,2013,Pearl Millet,60.8,113.2
Rohtak,2013,Maize,1.0,3.0
Rohtak,2013,Finger Millet,0.0,0.0
Rohtak,2013,Barley,8.26,33.04
Rohtak,2013,Chickpea,2.0,2.0
Rohtak,2013,Pigeonpea,6.31,7.11
Rohtak,2013,Minor Pulses,0.0,0.0
Rohtak,2013,Groundnut,0.2,0.2
Rohtak,2013,Sesamum,0.03,0.01
Rohtak,2013,Rapeseed And Mustard,53.58,83.99
Rohtak,2013,Safflower,0.0,0.0
Rohtak,2013,Castor,0.0,0.0
Rohtak,2013,Linseed,0.0,0.0
Rohtak,2013,Sunflower,0.0,0.0
Rohtak,2013,Soyabean,0.0,0.0
Rohtak,2013,Oilseeds,53.97,84.2
Rohtak,2013,Sugarcane,19.0,140.0
Rohtak,2013,Cotton,19.13,7.55
Rohtak,2014,Rice,164.26,398.78
Rohtak,2014,Wheat,374.5,1363.53
Rohtak,2014,Kharif Sorghum,34.13,18.0
Rohtak,2014,Rabi Sorghum,0.0,0.0
Rohtak,2014,Sorghum,34.13,18.0
Rohtak,2014,Pearl Millet,58.67,106.55
Rohtak,2014,Maize,2.0,4.0
Rohtak,2014,Finger Millet,0.0,0.0
Rohtak,2014,Barley,6.26,14.65
Rohtak,2014,Chickpea,0.0,0.0
Rohtak,2014,Pigeonpea,4.0,2.5
Rohtak,2014,Minor Pulses,0.8,3.81
Rohtak,2014,Groundnut,0.0,0.0
Rohtak,2014,Sesamum,0.0,0.0
Rohtak,2014,Rapeseed And Mustard,41.19,53.61
Rohtak,2014,Safflower,0.0,0.0
Rohtak,2014,Castor,0.0,0.0
Rohtak,2014,Linseed,0.0,0.0
Rohtak,2014,Sunflower,0.0,0.0
Rohtak,2014,Soyabean,0.0,0.0
Rohtak,2014,Oilseeds,40.59,52.72
Rohtak,2014,Sugarcane,18.0,131.4
Rohtak,2014,Cotton,26.26,10.31
Rohtak,2015,Rice,188.46,471.78
Rohtak,2015,Wheat,367.13,1511.38
Rohtak,2015,Kharif Sorghum,34.0,18.0
Rohtak,2015,Rabi Sorghum,0.0,0.0
Rohtak,2015,Sorghum,34.0,18.0
Rohtak,2015,Pearl Millet,62.56,134.16
Rohtak,2015,Maize,0.4,1.0
Rohtak,2015,Finger Millet,0.0,0.0
Rohtak,2015,Barley,4.46,12.91
Rohtak,2015,Chickpea,0.6,0.0
Rohtak,2015,Pigeonpea,0.0,0.0
Rohtak,2015,Minor Pulses,2.2,0.0
Rohtak,2015,Groundnut,0.1,0.11
Rohtak,2015,Sesamum,0.5,0.15
Rohtak,2015,Rapeseed And Mustard,44.39,69.08
Rohtak,2015,Safflower,0.0,0.0
Rohtak,2015,Castor,0.0,0.0
Rohtak,2015,Linseed,0.0,0.0
Rohtak,2015,Sunflower,0.0,0.0
Rohtak,2015,Soyabean,0.0,0.0
Rohtak,2015,Oilseeds,44.99,69.35
Rohtak,2015,Sugarcane,0.0,0.0
Rohtak,2015,Cotton,28.11,10.81
Rohtak,2016,Rice,192.71,439.52
Rohtak,2016,Wheat,348.87,1802.33
Rohtak,2016,Kharif Sorghum,0.0,0.0
Rohtak,2016,Rabi Sorghum,0.0,0.0
Rohtak,2016,Sorghum,26.86,16.0
Rohtak,2016,Pearl Millet,52.17,144.37
Rohtak,2016,Maize,0.7,15.0
Rohtak,2016,Finger Millet,0.0,0.0
Rohtak,2016,Barley,3.9,14.65
Rohtak,2016,Chickpea,0.5,2.0
Rohtak,2016,Pigeonpea,0.0,0.0
Rohtak,2016,Minor Pulses,1.58,11.09
Rohtak,2016,Groundnut,0.11,0.11
Rohtak,2016,Sesamum,0.14,0.06
Rohtak,2016,Rapeseed And Mustard,41.56,91.72
Rohtak,2016,Safflower,0.0,0.0
Rohtak,2016,Castor,0.0,0.0
Rohtak,2016,Linseed,0.0,0.0
Rohtak,2016,Sunflower,0.0,0.0
Rohtak,2016,Soyabean,0.0,0.0
Rohtak,2016,Oilseeds,41.91,91.9
Rohtak,2016,Sugarcane,21.3,164.0
Rohtak,2016,Cotton,24.62,11.67
Rohtak,2017,Rice,197.13,502.65
Rohtak,2017,Wheat,360.89,1733.25
Rohtak,2017,Kharif Sorghum,0.0,0.0
Rohtak,2017,Rabi Sorghum,0.0,0.0
Rohtak,2017,Sorghum,27.35,14.0
Rohtak,2017,Pearl Millet,69.6,114.29
Rohtak,2017,Maize,0.8,4.0
Rohtak,2017,Finger Millet,0.0,0.0
Rohtak,2017,Barley,4.4,13.65
Rohtak,2017,Chickpea,0.6,0.8
Rohtak,2017,Pigeonpea,0.0,0.0
Rohtak,2017,Minor Pulses,1.5,11.0
Rohtak,2017,Groundnut,0.01,0.01
Rohtak,2017,Sesamum,0.13,0.01
Rohtak,2017,Rapeseed And Mustard,51.31,106.63
Rohtak,2017,Safflower,0.0,0.0
Rohtak,2017,Castor,0.0,0.0
Rohtak,2017,Linseed,0.0,0.0
Rohtak,2017,Sunflower,0.0,0.0
Rohtak,2017,Soyabean,0.0,0.0
Rohtak,2017,Oilseeds,51.45,106.66
Rohtak,2017,Sugarcane,0.0,0.0
Rohtak,2017,Cotton,26.71,14.58
